Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category
kbdc711046313,31,4.8,23.359194,85.325447,23.419194,85.385447,2022-03-01,23:10:00,23:15:00.0,Sunny,Low ,van,Metropolitian ,65,Kitchen
alem833315854,20,4.8,12.297954,76.665169,12.307954,76.675169,2022-03-30,09:15:00,09:30:00.0,Cloudy,Low ,motorcycle ,Other,80,Sports
khjm619520065,36,4.9,23.359407,85.325055,23.439407,85.405055,2022-03-02,18:25:00,18:35:00.0,Cloudy,Medium ,motorcycle ,Urban ,210,Cosmetics
oiay843077855,20,4.9,23.416792,85.316842,23.506792,85.406842,2022-03-20,22:10:00,22:20:00.0,Sandstorms,Low ,motorcycle ,Metropolitian ,85,Toys
ohhc448549441,24,4.6,26.892312,75.806896,26.922313,75.836896,2022-04-03,20:50:00,21:05:00.0,Cloudy,Jam ,motorcycle ,Metropolitian ,125,Jewelry
knul324217390,39,4.2,22.761593,75.886362,22.871593,75.996362,2022-03-29,18:45:00,18:50:00.0,Fog,Medium ,scooter ,Metropolitian ,195,Clothing
buux572471968,37,4.8,11.026117,76.944652,11.066117,76.984652,2022-03-17,14:55:00,15:05:00.0,Sunny,High ,scooter ,Metropolitian ,90,Shoes
eztk468187811,22,4.5,26.483042,80.317833,26.533042,80.367833,2022-02-15,22:20:00,22:35:00.0,Sandstorms,Low ,scooter ,Metropolitian ,90,Skincare
kllk327072475,33,4.7,23.359033,85.325347,23.469033,85.435347,2022-03-08,21:10:00,21:20:00.0,Fog,Jam ,scooter ,Metropolitian ,245,Apparel
uurs547552548,23,,22.569358,88.433452,22.599358,88.463452,2022-02-17,23:25:00,23:35:00.0,Sunny,Low ,motorcycle ,Metropolitian ,75,Snacks
ubwl989345056,27,4.6,12.914264,77.6784,12.994264,77.7584,2022-03-31,23:30:00,23:35:00.0,Sunny,Low ,motorcycle ,Metropolitian ,105,Pet Supplies
iimu721647260,34,4.7,19.121999,72.908493,19.161999,72.948493,2022-03-01,14:20:00,14:35:00.0,Sunny,High ,scooter ,Metropolitian ,115,Toys
tfxz025621580,26,5.0,21.157729,72.768726,21.167729,72.778726,2022-04-03,10:15:00,10:25:00.0,Fog,Low ,scooter ,Urban ,55,Sports
kgjb145446786,31,4.6,22.311603,73.165012,22.371603,73.225012,2022-03-24,21:20:00,21:35:00.0,Cloudy,Jam ,motorcycle ,Metropolitian ,125,Snacks
xrxy085440961,32,4.9,18.536562,73.896485,18.556562,73.916485,2022-03-07,08:50:00,08:55:00.0,Fog,Low ,motorcycle ,Metropolitian ,90,Books
pnzt689957903,27,4.7,22.745536,75.893106,22.765536,75.913106,2022-03-09,09:00:00,09:05:00.0,Cloudy,Low ,motorcycle ,Metropolitian ,70,Shoes
gycd207308146,28,4.8,12.939496,77.625999,12.989496,77.675999,2022-03-24,23:10:00,23:15:00.0,Fog,Low ,motorcycle ,Metropolitian ,90,Kitchen
vgjr167867003,33,4.4,17.426228,78.407495,17.436228,78.417495,2022-03-05,08:30:00,08:40:00.0,Sandstorms,Low ,motorcycle ,Metropolitian ,140,Electronics
jqco336937571,20,4.6,12.934365,77.616155,13.024365,77.706155,2022-03-18,20:35:00,20:50:00.0,Fog,Jam ,motorcycle ,Metropolitian ,220,Home
iwkp065421476,31,4.3,11.003669,76.976494,11.063669,77.036494,2022-03-13,23:25:00,23:40:00.0,Windy,Low ,motorcycle ,Metropolitian ,100,Toys
nwvu459529234,36,5.0,22.311358,73.164798,22.381358,73.234798,2022-03-31,19:55:00,20:05:00.0,Fog,Jam ,motorcycle ,Metropolitian ,175,Shoes
jjcl090851660,31,4.2,12.986047,80.218114,13.096047,80.328114,2022-03-23,21:20:00,21:30:00.0,Sandstorms,Jam ,motorcycle ,Metropolitian ,50,Grocery
bpbi053158546,39,4.1,17.41233,78.449654,17.47233,78.509654,2022-03-24,21:45:00,21:50:00.0,Stormy,Jam ,scooter ,Metropolitian ,170,Electronics
ksec432319879,29,4.6,21.17106,72.789292,21.25106,72.869292,2022-03-12,19:40:00,19:55:00.0,Sunny,Jam ,van,Metropolitian ,85,Outdoors
rszv454658332,29,4.6,21.186884,72.793616,21.226884,72.833616,2022-03-03,14:50:00,15:00:00.0,Sandstorms,High ,scooter ,Urban ,115,Apparel
cdyc438548517,37,4.9,11.026117,76.944652,11.056117,76.974652,2022-03-09,18:10:00,18:20:00.0,Fog,Medium ,motorcycle ,Metropolitian ,135,Books
nyum131271823,31,3.9,19.065838,72.832658,19.135838,72.902658,2022-03-18,23:40:00,23:50:00.0,Cloudy,Low ,scooter ,Metropolitian ,175,Pet Supplies
lhus187289759,26,4.4,12.98041,77.640489,13.04041,77.700489,2022-03-07,23:20:00,23:30:00.0,Sandstorms,Low ,motorcycle ,Other,115,Toys
szbb646301545,24,4.6,11.022477,76.995667,11.132477,77.105667,2022-03-04,17:50:00,18:00:00.0,Stormy,Medium ,motorcycle ,Metropolitian ,150,Clothing
zzsx562940707,39,4.8,12.310972,76.659264,12.350972,76.699264,2022-04-01,12:30:00,12:45:00.0,Cloudy,High ,motorcycle ,Metropolitian ,140,Cosmetics
gyvm380029078,20,4.7,11.025083,77.015393,11.105083,77.095393,2022-03-20,17:10:00,17:20:00.0,Sandstorms,Medium ,motorcycle ,Metropolitian ,120,Toys
umwc109456087,20,5.0,12.316967,76.603067,12.446967,76.733067,2022-03-31,19:15:00,19:30:00.0,Cloudy,Jam ,motorcycle ,Urban ,180,Sports
dsbe906886027,29,4.3,22.538731,88.364878,22.598731,88.424878,2022-02-13,23:50:00,23:55:00.0,Sandstorms,Low ,motorcycle ,Metropolitian ,140,Cosmetics
xnzb532907287,36,4.8,11.001753,76.986241,11.111753,77.096241,2022-03-29,18:45:00,18:50:00.0,Fog,Medium ,motorcycle ,Urban ,155,Snacks
ltrp525870768,36,4.0,22.310237,73.158921,22.400237,73.248921,2022-03-16,20:40:00,20:45:00.0,Sunny,Jam ,motorcycle ,Metropolitian ,220,Skincare
rbzk606295253,22,4.8,23.359033,85.325347,23.439033,85.405347,2022-03-14,22:10:00,22:25:00.0,Windy,Low ,scooter ,Metropolitian ,75,Cosmetics
ltoi660207512,38,4.4,18.593481,73.785901,18.663481,73.855901,2022-03-31,17:20:00,17:25:00.0,Windy,Medium ,motorcycle ,Metropolitian ,165,Toys
pkhq469939766,39,4.9,21.186438,72.794115,21.236438,72.844115,2022-03-17,19:55:00,20:10:00.0,Fog,Jam ,motorcycle ,Metropolitian ,150,Cosmetics
jgbc287273591,24,4.9,22.725748,75.898497,22.775748,75.948497,2022-03-28,18:15:00,18:25:00.0,Stormy,Medium ,scooter ,Metropolitian ,110,Outdoors
gjwc226881646,35,4.8,17.450851,78.379347,17.540851,78.469347,2022-03-04,17:25:00,17:35:00.0,Fog,Medium ,motorcycle ,Metropolitian ,240,Jewelry
lrbb564302256,33,4.5,13.081878,80.248519,13.171878,80.338519,2022-03-04,23:45:00,00:00:00.0,Stormy,Low ,van,Metropolitian ,95,Shoes
fkyd365052251,39,4.7,10.035573,76.336958,10.105573,76.406958,2022-02-14,18:30:00,18:35:00.0,Windy,Medium ,motorcycle ,Urban ,105,Cosmetics
wciq107093545,31,4.3,22.308096,73.167753,22.388096,73.247753,2022-03-25,21:35:00,21:45:00.0,Windy,Jam ,motorcycle ,Metropolitian ,220,Outdoors
edxx482704762,37,4.5,12.975996,80.221898,12.985996,80.231898,2022-03-17,08:40:00,08:55:00.0,Windy,Low ,scooter ,Metropolitian ,130,Books
xlta607070306,33,5.0,19.178321,72.834715,19.188321,72.844715,2022-03-19,11:45:00,11:50:00.0,Windy,High ,motorcycle ,Metropolitian ,155,Sports
ycwb227184501,33,4.5,26.910262,75.783013,26.990262,75.863013,2022-03-02,19:10:00,19:15:00.0,Sunny,Jam ,scooter ,Metropolitian ,90,Kitchen
mikp615052003,39,4.7,25.443994,81.860187,25.513994,81.930187,2022-02-16,18:45:00,19:00:00.0,Fog,Medium ,motorcycle ,Metropolitian ,190,Electronics
djrw974238657,37,4.6,23.359194,85.325447,23.449194,85.415447,2022-03-29,18:15:00,18:25:00.0,Cloudy,Medium ,motorcycle ,Metropolitian ,160,Outdoors
rxki994339301,25,4.9,17.458998,78.500366,17.508998,78.550366,2022-03-07,22:30:00,22:35:00.0,Sandstorms,Low ,scooter ,Metropolitian ,85,Jewelry
wfjy432968933,28,4.8,18.530963,73.828972,18.590963,73.888972,2022-03-03,19:00:00,19:05:00.0,Fog,Medium ,scooter ,Urban ,55,Books
opdl820466364,38,4.7,12.321214,76.621094,12.361214,76.661094,2022-03-30,13:10:00,13:20:00.0,Windy,High ,motorcycle ,Metropolitian ,155,Cosmetics
wbpn330130607,31,4.6,12.3085,76.665808,12.3685,76.725808,2022-03-19,17:55:00,18:05:00.0,Windy,Medium ,motorcycle ,Metropolitian ,125,Skincare
jtsd466670552,25,4.8,19.055831,72.833984,19.115831,72.893984,2022-03-15,19:50:00,20:05:00.0,Cloudy,Jam ,motorcycle ,Metropolitian ,110,Jewelry
enww399699472,35,4.9,12.337928,76.617889,12.407928,76.687889,2022-03-02,21:15:00,21:20:00.0,Fog,Jam ,motorcycle ,Metropolitian ,215,Skincare
rvns240114667,39,4.7,23.351489,85.324253,23.421489,85.394253,2022-03-31,19:35:00,19:45:00.0,Fog,Jam ,motorcycle ,Metropolitian ,210,Home
fvko144254933,38,3.9,22.728163,75.884212,22.808163,75.964212,2022-03-06,19:10:00,19:20:00.0,Stormy,Jam ,motorcycle ,Metropolitian ,210,Kitchen
jocn049365284,35,4.7,13.026286,80.275235,13.056286,80.305235,2022-03-21,21:20:00,21:30:00.0,Fog,Jam ,motorcycle ,Metropolitian ,170,Snacks
atgc248887447,29,4.7,26.766536,75.837333,26.786536,75.857333,2022-03-01,09:50:00,10:05:00.0,Sandstorms,Low ,motorcycle ,Metropolitian ,85,Sports
jexa898688264,27,4.6,21.149834,72.778666,21.179834,72.808666,2022-03-24,20:35:00,20:40:00.0,Stormy,Jam ,scooter ,Metropolitian ,125,Pet Supplies
cmvs014428179,38,4.3,12.3085,76.665808,12.3985,76.755808,2022-04-04,21:15:00,21:25:00.0,Sandstorms,Jam ,motorcycle ,Semi-Urban ,270,Clothing
ntme294239634,36,4.9,21.149669,72.772629,21.219669,72.842629,2022-03-02,23:00:00,23:15:00.0,Windy,Low ,motorcycle ,Metropolitian ,105,Electronics
